t,tf0,ts0
359786.778,880.4395465713384,876.2568384626237
420306.51,722.9920977892895,720.017547974418
67568.436,578.7410729398391,578.9678479750642
325919.958,702.7019634698838,702.7222294848539
386549.826,867.2557869653159,869.0201284063401
301910.31,869.3593569075143,861.7239453598803
268786.908,864.701814380848,878.7057261797872
139211.90399999998,830.5801337824006,855.7798287783993
411578.23199999996,717.3881422550273,730.3548857311894
223300.74,863.455633151777,857.9910238539935
379225.782,864.4971002773437,885.4669363040383
479422.008,879.9305860276102,868.4406120855789
13822.068,866.5755908050322,869.1211652265649
190259.94,864.8926835021063,873.5323326108423
349268.79,867.6005954322046,834.4201267417976
5672.004,885.7760063613549,815.0481030790443
491977.512,783.7391391287666,807.8614174045802
438726.756,876.4664790125534,861.0397701880011
474878.898,871.737956990402,876.4398501758159
241060.16999999998,683.8107656589112,683.8735491045535
340953.522,699.6407591301535,704.478808735519
499494.294,733.5673580030034,736.6540999987603
408053.88,746.252832342521,772.405174942267
208542.516,883.9168562314023,876.2684906636101
175501.716,860.7269150418574,789.5931556782937
46202.051999999996,878.4937899385718,873.4768310077699
29158.505999999998,876.3210137103772,876.2819719030787
445995.73199999996,870.5920731805793,865.5184200755731
272972.076,869.4137804953237,870.5832404564607
297835.278,879.7681259496135,876.118582896289
300698.814,874.429043060568,881.880808848817
269530.326,862.9557086353188,873.7547198120413
449134.608,875.3771982278511,882.0520303704828
309812.56799999997,864.9836890739028,862.2834648387482
74149.06199999999,574.702104032835,571.3912358811457
383576.154,868.8398716602974,877.1626788252001
99865.818,864.2132071767106,859.1168674192382
444866.838,870.8656908594237,879.8036032292226
280103.382,894.3054676130587,863.180024039825
496906.098,713.9294272568782,750.5483505368944
281672.82,867.4600327302924,876.5516293739036
432476.538,875.5668942730241,728.1967535861132
316475.796,799.7846137150875,809.0246685606979
35959.403999999995,871.519438790894,880.3272969540217
186570.384,886.2568607344116,878.1825971007753
260857.11599999998,867.4132805295063,765.0241636535769
207220.884,872.8384008614671,868.3110421874335
152263.02,643.7066731525417,656.9532234370472
103197.432,867.7309865544681,872.4271238064937
372948.02999999997,863.5288671581133,878.4821694379275
18255.041999999998,874.7633573412185,874.9663078738462
55012.932,778.3845997041295,806.9338941860073
220106.796,871.1919677689739,876.1534659720392
492280.386,780.9069214688659,804.8530411200956
90972.336,873.5416775284036,820.3917623098955
502137.55799999996,731.4437057452965,730.7174551687971
380189.472,880.6977786436363,872.6768420520339
181311.38999999998,869.6906167123477,874.127161502785
486663.44999999995,827.9920554835184,846.4093424592168
320743.566,734.4381188276894,771.1268705059373
45045.623999999996,871.529613952932,860.5695353066479
470335.788,879.8930518927205,876.4869354484686
130428.55799999999,874.2045021021462,884.6688649871222
400757.37,826.930644847547,838.1286190042578
382089.31799999997,875.9478014330897,889.571579229305
23514.036,874.1264051588662,873.8352251617647
161211.57,648.1735362312705,633.8230216190782
203531.32799999998,881.6245578825872,870.9186074152215
384071.766,866.6947021516261,879.9100901163222
498117.594,718.3481276139172,746.407796621282
159449.394,643.3464421994107,647.3725376911868
135770.15399999998,851.5897867991638,873.3978461811513
5561.8679999999995,878.4472462265966,803.503665604925
315181.698,810.6836994997306,828.9458825520653
349351.392,860.7183393640025,825.0830677357338
120846.726,869.1514147933245,869.7390851613513
64071.617999999995,563.2906690776111,616.4762521695382
220382.136,878.1946171961011,871.821540191593
214131.918,876.0046977386493,877.4602971163278
5424.197999999999,877.2398867187674,801.1618620392117
53140.619999999995,804.2163408853324,821.589818141438
324185.316,699.9782049637882,721.566814673473
415405.458,728.3050108784352,719.2979186028139
257140.02599999998,675.3506261604205,683.1141207884173
319091.526,758.6866478203746,788.1910147284253
432504.072,867.454701355371,737.8648051799702
469261.962,872.6538865130257,875.1425829163086
77398.074,558.3967821460539,567.5843776084281
392166.762,878.339501152559,865.6980524016394
180237.56399999998,860.5810475758524,854.6222020556486
54682.524,777.6322649792038,807.0682402415423
229578.492,794.5605713943428,810.5588277708973
314190.474,826.9740113703525,847.4843632895178
80151.474,566.0626306646336,565.3257604225785
47743.956,862.2745415556635,870.635640487833
501862.218,730.3708271208981,729.9433174812743
238995.12,678.9429383164361,685.4218103627002
505056.16199999995,726.8520961003976,732.5420616953833
158568.30599999998,652.8932605586115,649.1132153255218
65668.59,568.8725891390736,583.8258662456462
305930.274,871.6962671305047,871.5799367880074
130401.02399999999,866.9328687051855,877.0790263794721
49616.268,844.9838331949759,863.0307017973536
224539.77,841.1464607125265,857.4704047522143
223576.08,850.7658843495701,859.8420784454714
182164.944,865.0832711543494,867.3409619862105
392552.238,880.6722308148285,870.8843780142228
398857.524,839.2577339838881,856.1049472282924
458330.964,867.2369975696782,866.7093074438443
387541.05,864.258754609529,874.3878765269521
253533.072,675.3289446973728,676.0287970726694
450759.114,869.7596852830163,877.617197041621
325864.89,705.8823346820749,707.1801729634242
362567.712,868.7747528352794,869.3014773650032
56417.166,731.1026484852433,777.6879731322147
149316.88199999998,658.7210813047395,703.0861947351971
401693.526,824.3875391724998,847.292765361564
197088.372,872.1527140383597,864.4166157178469
282168.432,877.2202891481083,873.5322266832088
203751.6,878.0478902504664,878.8541171761226
271870.716,873.9891960521949,868.4974901034534
417167.63399999996,714.7982766909641,717.179774729218
513206.22599999997,730.3424598356506,725.259684621999
31774.235999999997,882.013578701943,864.4047199165275
123875.466,869.9728486040276,879.9684436678418
173326.53,875.2301783578105,675.2244487889811
335446.722,704.0164339134772,701.8796669476897
354472.716,881.9856436228931,856.5178573462816
496493.088,722.0263670244555,744.9478206122467
152510.826,649.7162762820011,659.1544889173375
265345.158,870.5446179107487,856.9999339535245
429144.924,713.8912155821565,722.412258776318
70404.438,573.7438120135645,576.3602367127155
153970.128,648.9209177493663,644.8778525852963
453815.388,885.5083046587599,885.6843356492147
60574.799999999996,649.6339901024564,699.5881974555746
390211.848,873.8562269738082,869.9064476490321
81528.174,574.2701214448321,554.9552599210012
391175.538,875.9013819505511,870.7718089137267
329554.446,703.0443078148104,707.1317166402056
78995.046,574.3764589097572,566.2480226202309
477439.56,867.32826585382,871.551407072514
385255.728,868.6906001558559,868.5995981133162
156916.266,642.2894051885695,649.5417217732827
109778.05799999999,866.8208672205417,873.2675306366215
370222.164,875.1482483709851,877.9469785939997
33536.412,871.1540080203737,879.2384577426355
130373.48999999999,849.9113701180611,861.4659418401435
311024.064,848.972611348502,855.6243249196618
125417.37,869.5070494786437,869.6268509268792
251825.96399999998,684.4022012387511,690.0150756657791
221648.69999999998,859.9833035241757,869.1040806847716
351251.238,889.6257903879534,858.4323497549153
479890.086,877.9986295050583,861.2967903984814
189791.862,870.4470617148635,873.3905594923898
497732.11799999996,735.8233388463126,743.6512036467941
395746.182,864.7738236338721,871.1385983660532
401032.70999999996,827.8749407047512,844.02824189642
94606.824,878.2553656435897,860.6343335803375
241032.636,684.5531133478454,684.9323471249394
293980.518,874.5157648259301,864.0718135285541
162312.93,647.6489634639702,639.795961320945
457312.206,886.4062256747911,874.1755475818479
430521.624,718.6220096819054,713.961815857106
193343.748,870.0287663360948,876.5083376049605
251963.634,669.4548486278544,681.3866098113169
154190.4,656.8597305960963,653.7348036678669
220161.864,866.7049966515036,876.0204294829696
247998.73799999998,684.0407535670932,681.8707986373513
356455.164,885.4789276337796,874.3407742259042
127812.828,874.3808963129546,878.1523315383699
311464.608,846.5388706370644,854.9207787417984
211433.58599999998,882.2172770145755,871.1959568509967
225999.072,838.3354164307973,848.470131925864
511829.52599999995,732.8831815052198,727.3487841660158
295054.344,862.9680099138852,878.2583830831703
